uf_mun_x,total,AFR,ASI,EST,FRC,GER,GRE,IBR,ITA,JEW,MUS,NOR,RUS
PI_ALTO LONGA,12316,0.1462,0.3491,0.0244,0.4303,0.2111,0.0,98.6522,0.1137,0.0,0.065,0.0081,0.0
PI_ALTOS,38848,0.1802,0.3475,0.0103,1.0605,0.2986,0.0257,97.9252,0.0927,0.0051,0.0438,0.0026,0.0077
PI_ALVORADA DO GURGUEIA,3110,0.0643,0.6431,0.0643,1.1576,0.1608,0.0322,97.5563,0.2894,0.0,0.0322,0.0,0.0
PI_AMARANTE,15992,0.1751,0.2251,0.025,0.8817,0.2439,0.025,98.2304,0.1438,0.0125,0.0313,0.0063,0.0
PI_ANGICAL DO PIAUI,7064,0.184,0.184,0.0,0.8918,0.0849,0.0142,98.3154,0.0708,0.0,0.2548,0.0,0.0
PI_ANISIO DE ABREU,7516,0.1597,0.1464,0.0266,0.8515,0.4524,0.0133,98.1905,0.1064,0.0,0.0266,0.0,0.0266
PI_ANTONIO ALMEIDA,3498,0.1715,0.2001,0.0,2.0297,0.1429,0.0,97.3128,0.0572,0.0,0.0858,0.0,0.0
PI_AROAZES,5657,0.0884,0.5303,0.0177,0.6541,0.1414,0.0,98.1085,0.1061,0.0,0.3359,0.0177,0.0
PI_AROEIRAS DO ITAIM,486,0.2058,0.6173,0.0,3.4979,0.6173,0.0,93.8272,0.0,0.0,1.2346,0.0,0.0
PI_ARRAIAL,4830,0.0828,0.2692,0.0,0.6625,0.1863,0.0207,98.6335,0.0621,0.0,0.0828,0.0,0.0
PI_ASSUNCAO DO PIAUI,6264,0.1596,0.5747,0.0,1.6284,0.2075,0.016,97.1424,0.2075,0.0,0.016,0.0,0.0479
PI_AVELINO LOPES,10694,0.0935,0.9071,0.0187,0.9725,0.187,0.0,97.7183,0.0655,0.0094,0.0281,0.0,0.0
PI_BAIXA GRANDE DO RIBEIRO,7730,0.1164,0.414,0.0647,0.4916,0.2329,0.0388,98.3571,0.0517,0.0,0.2329,0.0,0.0
PI_BARRA D'ALCANTARA,3182,0.1257,0.3771,0.0,0.6285,0.3457,0.0314,98.2401,0.1257,0.0,0.0943,0.0,0.0314
PI_BARRAS,50347,0.3396,0.5263,0.0199,1.291,0.2165,0.0278,97.3802,0.1351,0.002,0.0457,0.0119,0.004
PI_BARREIRAS DO PIAUI,3010,0.1661,0.1661,0.0332,0.3322,0.0997,0.0332,99.0698,0.0332,0.0332,0.0332,0.0,0.0
PI_BARRO DURO,7873,0.254,0.5208,0.0381,0.8764,0.2413,0.0127,97.9042,0.0889,0.0,0.0635,0.0,0.0
PI_BATALHA,22244,0.1618,0.4361,0.0135,0.8092,0.2742,0.0135,97.9815,0.2023,0.0,0.0899,0.0135,0.0045
PI_BELA VISTA DO PIAUI,2803,0.1784,0.5708,0.0,0.9633,0.6422,0.0,96.8605,0.4995,0.0,0.2854,0.0,0.0
PI_BELEM DO PIAUI,2825,0.885,0.885,0.0354,1.0619,1.2035,0.0,95.1858,0.1416,0.0708,0.531,0.0,0.0
PI_BENEDITINOS,10249,0.1951,0.361,0.0098,0.4976,0.2147,0.0,98.673,0.0098,0.0,0.0195,0.0098,0.0098
PI_BERTOLINIA,5177,0.1159,0.1545,0.0386,1.0238,0.1159,0.0193,98.3581,0.0966,0.0,0.0773,0.0,0.0
PI_BETANIA DO PIAUI,4274,0.5381,0.2808,0.0,1.0061,0.4913,0.0234,97.3795,0.1404,0.0,0.1404,0.0,0.0
PI_BOA HORA,3659,0.1913,0.6559,0.0,0.7926,0.2186,0.0547,97.9776,0.0547,0.0273,0.0273,0.0,0.0
PI_BOCAINA,4777,0.4815,0.9211,0.0209,1.0257,0.628,0.1047,95.6249,0.2512,0.0,0.8792,0.0419,0.0209
PI_BOM JESUS,25127,0.195,0.5413,0.0199,1.1303,0.4895,0.0159,97.0709,0.0915,0.0,0.4219,0.0159,0.008
PI_BOM PRINCIPIO DO PIAUI,3274,0.2138,0.3971,0.0305,0.7025,0.1222,0.0,98.4423,0.0305,0.0305,0.0305,0.0,0.0
PI_BONFIM DO PIAUI,4290,0.0466,0.0932,0.0233,0.1865,2.0979,0.0466,97.4359,0.0233,0.0233,0.0233,0.0,0.0
PI_BOQUEIRAO DO PIAUI,3086,0.7129,1.6202,0.0324,1.1666,0.4537,0.0648,95.7226,0.0648,0.0,0.0972,0.0,0.0648
PI_BRASILEIRA,5330,0.075,0.6567,0.0188,0.5066,0.2627,0.0,98.3114,0.1126,0.0,0.0188,0.0,0.0375
PI_BREJO DO PIAUI,1638,0.1832,0.3663,0.0,1.0379,0.1221,0.0611,98.0464,0.1221,0.0,0.0,0.0,0.0611
PI_BURITI DOS LOPES,19918,0.2109,0.482,0.01,0.9941,0.2209,0.0351,97.8562,0.1356,0.0,0.0502,0.005,0.0
PI_BURITI DOS MONTES,4654,0.2149,2.2131,0.0,1.8694,0.3438,0.0215,94.9721,0.2793,0.0,0.0645,0.0,0.0215
PI_CABECEIRAS DO PIAUI,7031,0.256,0.512,0.0427,1.3369,0.1849,0.0427,97.4541,0.0711,0.0142,0.0569,0.0,0.0284
PI_CAJAZEIRAS DO PIAUI,2332,0.1286,0.2144,0.0,0.8148,0.0858,0.0,98.6278,0.1286,0.0,0.0,0.0,0.0
PI_CAJUEIRO DA PRAIA,3976,0.1258,0.1258,0.0503,1.006,0.6791,0.0252,97.6861,0.1509,0.0,0.0755,0.0503,0.0252
PI_CALDEIRAO GRANDE DO PIAUI,3793,0.1846,0.9491,0.1318,1.951,1.0018,0.0,94.7535,0.3691,0.0264,0.4746,0.1055,0.0527
PI_CAMPINAS DO PIAUI,5173,0.2513,0.348,0.0,1.2952,0.3866,0.0773,97.1777,0.1933,0.0387,0.174,0.0,0.058
PI_CAMPO ALEGRE DO FIDALGO,3181,0.2829,1.2889,0.0,0.8174,0.6602,0.1572,95.6303,0.7859,0.0,0.1886,0.0314,0.1572
PI_CAMPO GRANDE DO PIAUI,4828,1.5327,0.9321,0.0621,1.0978,0.8906,0.1243,94.5112,0.2693,0.0207,0.5178,0.0207,0.0207
PI_CAMPO LARGO DO PIAUI,3996,0.3253,0.2753,0.0,1.5516,0.3754,0.0751,97.1221,0.2252,0.0,0.0501,0.0,0.0
PI_CAMPO MAIOR,63052,0.4377,0.5392,0.0127,0.9326,0.3315,0.0254,97.5401,0.1126,0.0048,0.0396,0.0063,0.0174
PI_CANAVIEIRA,2549,0.4315,0.3138,0.0392,1.3339,0.0785,0.0,97.7638,0.0,0.0,0.0392,0.0,0.0
PI_CANTO DO BURITI,24533,0.3832,0.3465,0.0082,1.337,0.1386,0.0204,97.4809,0.216,0.0041,0.0571,0.0,0.0082
PI_CAPITAO DE CAMPOS,10858,0.2579,0.5342,0.0553,1.4459,0.6263,0.0184,96.7858,0.1934,0.0,0.0645,0.0092,0.0092
PI_CAPITAO GERVASIO OLIVEIRA,2678,0.2987,0.6348,0.0373,1.1202,0.5975,0.0,97.05,0.1494,0.0,0.112,0.0,0.0
PI_CARACOL,8302,0.1566,0.277,0.0361,0.3493,0.1205,0.0241,98.7593,0.1807,0.0,0.0964,0.0,0.0
PI_CARAUBAS DO PIAUI,4773,0.1048,0.3771,0.0,0.5238,0.0629,0.0629,98.7639,0.021,0.0,0.0838,0.0,0.0
PI_CARIDADE DO PIAUI,2630,0.3422,0.3042,0.076,0.1521,0.9886,0.038,97.3764,0.3422,0.0,0.3802,0.0,0.0
PI_CASTELO DO PIAUI,21265,0.174,0.5079,0.0282,1.3637,0.2633,0.0282,97.3948,0.1223,0.0047,0.0611,0.0047,0.047
PI_CAXINGO,3779,0.1058,0.2911,0.0265,0.8203,0.1323,0.0,98.4917,0.1058,0.0,0.0265,0.0,0.0
PI_COCAL,26684,0.1387,0.2174,0.0075,0.6821,0.2736,0.0187,98.4035,0.1124,0.0075,0.1237,0.0,0.015
PI_COCAL DE TELHA,3633,0.3028,0.4404,0.0275,1.0184,0.3303,0.0275,97.6053,0.1376,0.0,0.0551,0.0,0.0551
PI_COCAL DOS ALVES,4415,0.2039,0.3398,0.0,0.3851,0.068,0.0,98.7089,0.0453,0.0,0.2492,0.0,0.0
PI_COIVARAS,2415,0.1242,0.0828,0.0,3.0228,0.207,0.0,96.4803,0.0414,0.0,0.0,0.0,0.0414
PI_COLONIA DO GURGUEIA,5354,0.2988,0.2988,0.0187,2.1853,0.1681,0.0,96.8061,0.056,0.0,0.056,0.1121,0.0
PI_COLONIA DO PIAUI,4637,0.2804,0.3235,0.0216,1.4233,0.1725,0.0216,97.2612,0.1941,0.0431,0.2372,0.0,0.0216
PI_CONCEICAO DO CANINDE,5633,1.6865,0.7279,0.0533,1.509,0.8344,0.1065,93.9819,0.4438,0.0178,0.5681,0.0,0.071
PI_CORONEL JOSE DIAS,2721,0.6615,0.147,0.0,0.9555,0.2205,0.0368,97.7949,0.1838,0.0,0.0,0.0,0.0
PI_CORRENTE,28765,0.1912,0.4346,0.007,0.8517,0.2503,0.08,97.9419,0.08,0.0,0.146,0.0139,0.0035
PI_CRISTALANDIA DO PIAUI,6134,0.0326,0.375,0.0,1.1249,0.2119,0.0,97.9622,0.163,0.0163,0.1141,0.0,0.0
PI_CRISTINO CASTRO,9738,0.5956,0.647,0.0513,0.8523,0.2465,0.1335,97.1555,0.1951,0.0103,0.1027,0.0103,0.0
PI_CURIMATA,12389,0.0484,0.3148,0.0242,0.7507,0.0969,0.0,98.7005,0.0161,0.0,0.0323,0.0,0.0161
PI_CURRAIS,1852,0.0,0.216,0.054,1.5659,0.162,0.054,96.0583,0.0,0.0,1.8898,0.0,0.0
PI_CURRAL NOVO DO PIAUI,2342,0.1708,0.3416,0.0427,0.8113,0.7686,0.0,97.3954,0.3416,0.0,0.1281,0.0,0.0
PI_CURRALINHOS,3449,0.116,0.4349,0.0,1.0438,0.116,0.029,98.2024,0.029,0.0,0.029,0.0,0.0
PI_DEMERVAL LOBAO,14531,0.1308,0.3097,0.0138,0.6056,0.2684,0.0206,98.486,0.117,0.0069,0.0413,0.0,0.0
PI_DIRCEU ARCOVERDE,5579,0.1434,0.1613,0.0179,0.5019,0.1255,0.0538,98.7811,0.1255,0.0179,0.0,0.0538,0.0179
PI_DOM EXPEDITO LOPES,6718,0.2382,0.1637,0.0149,5.969,0.4763,0.0298,92.7955,0.0744,0.0,0.2084,0.0298,0.0
PI_DOM INOCENCIO,7001,0.0571,0.2714,0.0,0.6142,0.0714,0.0714,98.7573,0.1286,0.0,0.0286,0.0,0.0
PI_DOMINGOS MOURAO,4095,0.1465,0.2442,0.0244,1.1722,0.1221,0.0,98.0464,0.1465,0.0,0.0977,0.0,0.0
PI_ELESBAO VELOSO,14874,0.1412,0.363,0.0202,0.7597,0.6723,0.0,97.7881,0.1412,0.0067,0.074,0.0067,0.0269
PI_ELISEU MARTINS,4744,0.0632,0.253,0.0,1.5809,0.1054,0.0,97.9342,0.0,0.0,0.0632,0.0,0.0
PI_ESPERANTINA,41723,0.5489,0.4698,0.024,0.9323,0.2493,0.0312,97.5984,0.0767,0.0048,0.0527,0.0024,0.0096
PI_FARTURA DO PIAUI,3639,0.8244,0.2473,0.0,0.4122,0.1649,0.0,98.3237,0.0,0.0275,0.0,0.0,0.0
PI_FLORES DO PIAUI,4460,0.3812,0.3139,0.0,0.6951,0.3139,0.0673,98.0717,0.0448,0.0,0.1121,0.0,0.0
PI_FLORESTA DO PIAUI,2097,0.4769,1.0968,0.0954,1.8598,0.3815,0.0477,94.659,1.0014,0.0,0.3815,0.0,0.0
PI_FLORIANO,48911,0.4212,0.3557,0.045,1.3964,0.3537,0.0184,97.1867,0.1084,0.0,0.1022,0.0061,0.0061
PI_FRANCINOPOLIS,4867,0.1644,0.3082,0.0,0.4726,0.1438,0.0,98.7261,0.1027,0.0,0.0822,0.0,0.0
PI_FRANCISCO AYRES,4728,0.0846,0.1269,0.0,0.5711,0.2538,0.0,98.879,0.0423,0.0212,0.0,0.0212,0.0
PI_FRANCISCO MACEDO,2622,0.4195,0.6865,0.0381,1.373,0.6865,0.0,95.8429,0.3051,0.0381,0.5721,0.0,0.0381
PI_FRANCISCO SANTOS,7525,0.6379,0.9967,0.1595,1.608,0.7841,0.0399,94.8173,0.3322,0.0133,0.5316,0.0664,0.0133
PI_FRONTEIRAS,11231,0.4808,0.9349,0.0979,1.5315,0.8815,0.0712,94.9871,0.4452,0.0445,0.4719,0.0178,0.0356
PI_GEMINIANO,3476,0.2014,0.6904,0.0863,3.2796,0.6904,0.0288,94.1887,0.2877,0.0288,0.5178,0.0,0.0
PI_GILBUES,9931,0.0503,0.3524,0.0101,0.574,0.0906,0.0604,98.6406,0.141,0.0101,0.0604,0.0,0.0101
PI_GUADALUPE,10810,0.6105,0.2868,0.0278,1.5726,0.3145,0.0925,96.9195,0.0648,0.0185,0.074,0.0,0.0185
PI_GUARIBAS,2980,0.0671,0.302,0.0,0.4027,0.2349,0.0336,98.7584,0.1342,0.0,0.0671,0.0,0.0
PI_HUGO NAPOLEAO,3676,0.0544,0.0544,0.0272,1.605,0.2448,0.0544,97.8509,0.0544,0.0272,0.0272,0.0,0.0
PI_ILHA GRANDE,7060,0.1558,1.7422,0.0,0.6799,0.0992,0.0,97.2238,0.0708,0.0,0.0142,0.0142,0.0
PI_INHUMA,14697,0.2245,0.5307,0.0204,2.8645,0.2449,0.0272,95.6318,0.2109,0.0068,0.2245,0.0068,0.0068
PI_IPIRANGA DO PIAUI,8553,0.2221,0.4677,0.0234,2.1162,0.3157,0.0,96.4223,0.1754,0.0117,0.1871,0.0234,0.0351
PI_ISAIAS COELHO,6606,0.545,0.5147,0.0303,1.0899,0.6812,0.0,96.3669,0.439,0.0151,0.2422,0.0454,0.0303
PI_ITAINOPOLIS,11254,0.3643,0.8086,0.0089,2.1592,0.7197,0.1155,94.9884,0.4087,0.0,0.4265,0.0,0.0
PI_ITAUEIRA,10508,0.2665,0.2379,0.0,1.1515,0.1427,0.0476,97.8112,0.0952,0.0,0.2189,0.0095,0.019
PI_JACOBINA DO PIAUI,3400,0.7941,0.8235,0.0,1.1765,0.4118,0.0882,95.9412,0.4706,0.0,0.2941,0.0,0.0
PI_JAICOS,22635,0.3755,0.6539,0.0265,0.9233,0.8217,0.0707,96.311,0.4065,0.0088,0.3755,0.0,0.0265
PI_JARDIM DO MULATO,2589,0.0772,0.2317,0.0386,1.7767,0.1931,0.0,97.5666,0.0772,0.0,0.0,0.0,0.0386
PI_JATOBA DO PIAUI,2303,0.3474,0.3474,0.0,0.3908,0.2171,0.0434,98.4802,0.1303,0.0,0.0434,0.0,0.0
PI_JERUMENHA,4457,0.1122,0.1571,0.0224,0.718,0.2468,0.0449,98.6089,0.0673,0.0,0.0224,0.0,0.0
PI_JOAO COSTA,1325,1.0566,0.3019,0.0,0.6038,0.1509,0.0755,97.7358,0.0755,0.0,0.0,0.0,0.0
PI_JOAQUIM PIRES,12704,0.2755,1.8105,0.0157,0.9682,0.1889,0.0079,96.5916,0.0708,0.0,0.0551,0.0079,0.0079
PI_JOCA MARQUES,2224,0.1349,1.259,0.0,0.9442,0.045,0.0,97.4371,0.045,0.045,0.0899,0.0,0.0
PI_JOSE DE FREITAS,36346,0.1376,0.454,0.0055,0.8199,0.1623,0.0055,98.3162,0.077,0.0,0.0083,0.0,0.0138
PI_JUAZEIRO DO PIAUI,3587,0.3345,0.5297,0.0558,0.7248,0.2509,0.0,97.937,0.0836,0.0,0.0558,0.0279,0.0
PI_JULIO BORGES,4171,0.024,0.1199,0.024,1.0549,0.1439,0.0,98.5855,0.048,0.0,0.0,0.0,0.0
PI_JUREMA,3906,0.1792,0.1024,0.0,0.384,0.128,0.0,99.1295,0.0768,0.0,0.0,0.0,0.0
PI_LAGOA ALEGRE,5959,0.1007,0.386,0.0336,1.8459,0.2182,0.0168,97.315,0.0503,0.0,0.0,0.0,0.0336
PI_LAGOA DE SAO FRANCISCO,6011,0.0998,0.1497,0.0,1.464,0.0832,0.0166,98.1201,0.0333,0.0,0.0333,0.0,0.0
PI_LAGOA DO BARRO DO PIAUI,3802,0.4997,1.4729,0.0263,0.9732,0.5786,0.1315,95.213,0.6049,0.0,0.4734,0.0,0.0263
PI_LAGOA DO PIAUI,2873,0.2088,0.2785,0.0,0.6613,0.1044,0.0,98.6425,0.0348,0.0,0.0348,0.0,0.0348
PI_LAGOA DO SITIO,2367,0.8027,0.4225,0.0422,1.1407,0.6337,0.0845,96.4512,0.2112,0.0,0.2112,0.0,0.0
PI_LAGOINHA DO PIAUI,2155,0.1856,0.232,0.0,4.0371,0.1856,0.0,95.2668,0.0464,0.0,0.0464,0.0,0.0
PI_LANDRI SALES,5351,0.7288,0.4298,0.0,1.0465,0.2429,0.0561,97.2902,0.1121,0.0,0.0748,0.0,0.0187
PI_LUIS CORREIA,23141,0.229,0.6223,0.0043,0.6266,0.2766,0.013,98.1245,0.0562,0.0043,0.0302,0.013,0.0
PI_LUZILANDIA,27616,0.1123,1.6693,0.0217,0.9922,0.1195,0.029,96.8569,0.0978,0.0072,0.0905,0.0,0.0036
PI_MADEIRO,3983,0.1004,1.1298,0.0753,0.6528,0.1757,0.1757,97.5646,0.0,0.0,0.1255,0.0,0.0
PI_MANOEL EMIDIO,5044,0.4758,0.0991,0.0198,0.8525,0.119,0.0793,98.0571,0.0198,0.0,0.2577,0.0,0.0198
PI_MARCOLANDIA,7593,0.4214,0.8561,0.0132,1.4224,0.7244,0.079,95.8778,0.3161,0.0527,0.2239,0.0132,0.0
PI_MARCOS PARENTE,5009,0.5191,0.2595,0.0,1.3975,0.2396,0.0399,97.5245,0.0,0.0,0.02,0.0,0.0
PI_MASSAPE DO PIAUI,3237,0.2471,0.4634,0.0,0.9577,0.5252,0.0618,97.2505,0.1854,0.0618,0.1545,0.0309,0.0618
PI_MATIAS OLIMPIO,10004,0.1899,0.4798,0.0,1.1295,0.1999,0.01,97.8209,0.07,0.0,0.08,0.01,0.01
PI_MIGUEL ALVES,27710,0.1877,0.3392,0.0108,1.0285,0.2562,0.018,97.9827,0.0902,0.0,0.0577,0.0036,0.0253
PI_MIGUEL LEAO,1147,0.3487,0.6103,0.0,1.2206,0.4359,0.0,97.2973,0.0,0.0,0.0,0.0,0.0872
PI_MILTON BRANDAO,4164,0.072,0.1441,0.0,0.8886,0.0961,0.024,98.487,0.1681,0.0,0.1201,0.0,0.0
PI_MONSENHOR GIL,10347,0.2223,0.8408,0.0,0.7925,0.2609,0.0483,97.7385,0.058,0.0,0.029,0.0,0.0097
PI_MONSENHOR HIPOLITO,7365,1.9552,0.7468,0.0,1.4528,0.5703,0.0,93.7135,0.3123,0.0,1.2084,0.0136,0.0272
PI_MONTE ALEGRE DO PIAUI,10870,0.0368,0.322,0.0,0.8096,0.1196,0.0368,98.6201,0.046,0.0,0.0092,0.0,0.0
PI_MORRO CABECA NO TEMPO,2767,0.1084,0.3614,0.0,0.5421,0.0723,0.0,98.9158,0.0,0.0,0.0,0.0,0.0
PI_MORRO DO CHAPEU DO PIAUI,4049,0.2717,0.568,0.0247,0.9385,0.1235,0.0741,97.9501,0.0247,0.0,0.0247,0.0,0.0
PI_MURICI DOS PORTELAS,4841,0.3099,0.2892,0.0207,0.7643,0.2685,0.0,98.3061,0.0207,0.0,0.0207,0.0,0.0
PI_NAZARE DO PIAUI,7503,0.2666,0.3465,0.0,0.7197,0.1999,0.0,98.2407,0.1066,0.0267,0.08,0.0133,0.0
PI_NAZARIA,470,0.2128,0.0,0.0,0.8511,0.2128,0.0,98.5106,0.2128,0.0,0.0,0.0,0.0
PI_NOSSA SENHORA DE NAZARE,2588,0.3091,0.7728,0.0386,0.5023,0.3864,0.0386,97.7589,0.1159,0.0,0.0773,0.0,0.0
PI_NOSSA SENHORA DOS REMEDIOS,7061,0.3824,0.3257,0.0142,1.1613,0.3257,0.0283,97.5074,0.1275,0.0,0.1275,0.0,0.0
PI_NOVA SANTA RITA,2370,0.1266,0.6329,0.0,1.7722,0.3797,0.0,96.5401,0.211,0.0,0.3376,0.0,0.0
PI_NOVO ORIENTE DO PIAUI,5507,0.2724,0.1816,0.0363,0.9079,0.2361,0.0,98.0752,0.1634,0.0,0.1271,0.0,0.0
PI_NOVO SANTO ANTONIO,1515,0.066,0.33,0.0,0.6601,0.066,0.0,98.6139,0.132,0.0,0.066,0.066,0.0
PI_OEIRAS,45941,0.4201,0.3156,0.0087,1.4301,0.2155,0.0327,97.3422,0.111,0.0065,0.1067,0.0065,0.0044
PI_OLHO D'AGUA DO PIAUI,1915,0.1044,0.2089,0.0,1.0966,0.3655,0.0,98.2245,0.0,0.0,0.0,0.0,0.0
PI_PADRE MARCOS,10003,0.6398,1.0497,0.08,1.2396,1.2596,0.13,94.2017,0.6998,0.01,0.6298,0.01,0.05
PI_PAES LANDIM,4412,0.34,0.34,0.0453,1.3826,0.476,0.0227,97.0082,0.204,0.0,0.1587,0.0,0.0227
PI_PAJEU DO PIAUI,1537,1.1711,0.0651,0.0651,2.7326,0.1301,0.0651,95.5107,0.2602,0.0,0.0,0.0,0.0
PI_PALMEIRA DO PIAUI,5521,0.2717,0.3985,0.0181,2.3728,0.1811,0.0362,96.4137,0.163,0.0,0.1449,0.0,0.0
PI_PALMEIRAIS,11470,0.1308,0.3923,0.0,1.4124,0.1918,0.0087,97.7071,0.1395,0.0,0.0087,0.0,0.0087
PI_PAQUETA,1912,0.1046,0.2092,0.0,10.1464,0.2092,0.3661,88.3891,0.3661,0.0,0.2092,0.0,0.0
PI_PARNAGUA,8395,0.1429,0.2501,0.0,0.8577,0.0596,0.0715,98.5229,0.0357,0.0,0.0476,0.0,0.0119
PI_PARNAIBA,151990,0.1763,0.6224,0.0099,0.8277,0.2671,0.0237,97.8893,0.0855,0.0092,0.0743,0.0072,0.0072
PI_PASSAGEM FRANCA DO PIAUI,2742,0.2188,0.4376,0.0365,0.7659,0.2918,0.0,98.1036,0.0729,0.0,0.0729,0.0,0.0
PI_PATOS DO PIAUI,6014,0.449,0.6485,0.0499,0.848,0.7649,0.0333,96.3086,0.4988,0.0,0.3159,0.0166,0.0665
PI_PAU D'ARCO DO PIAUI,1311,0.3051,0.1526,0.0,0.5339,0.3814,0.0763,98.4744,0.0,0.0,0.0763,0.0,0.0
PI_PAULISTANA,34023,0.7025,0.82,0.0294,1.111,0.8671,0.0705,95.2032,0.5702,0.0176,0.5761,0.0,0.0323
PI_PAVUSSU,2933,0.0,0.0682,0.0,1.0228,0.1364,0.0,98.6703,0.0,0.0341,0.0341,0.0341,0.0
PI_PEDRO II,44435,0.1305,0.2836,0.0135,1.5506,0.1778,0.009,97.673,0.1395,0.0023,0.009,0.009,0.0023
PI_PEDRO LAURENTINO,1383,1.8077,1.5184,0.0,0.4338,0.2892,0.0,94.8662,0.1446,0.0,0.94,0.0,0.0
PI_PICOS,77760,0.4321,0.6057,0.0231,2.4357,0.5736,0.063,95.18,0.2919,0.0129,0.3524,0.0193,0.0103
PI_PIMENTEIRAS,8904,0.2358,0.3706,0.0112,2.2574,0.3482,0.0225,96.5072,0.1235,0.0,0.1235,0.0,0.0
PI_PIO IX,16974,0.9191,0.7894,0.0884,1.9441,0.8307,0.0295,94.6094,0.2946,0.0589,0.377,0.0412,0.0177
PI_PIRACURUCA,31309,0.1661,0.4056,0.0064,0.7282,0.1853,0.016,98.288,0.1246,0.0,0.0703,0.0064,0.0032
PI_PIRIPIRI,70133,0.1611,0.4805,0.0086,1.0851,0.2481,0.0114,97.7885,0.1226,0.0043,0.0613,0.0057,0.0228
PI_PORTO,10095,0.3071,0.4953,0.0297,1.5156,0.3368,0.0297,96.9589,0.1783,0.0,0.1288,0.0,0.0198
PI_PORTO ALEGRE DO PIAUI,1646,0.7898,0.0608,0.0,2.9162,0.0,0.0,96.1118,0.0,0.0,0.1215,0.0,0.0
PI_PRATA DO PIAUI,3308,0.0907,0.4534,0.0,0.8464,0.3325,0.0302,97.9746,0.1209,0.0,0.1209,0.0302,0.0
PI_QUEIMADA NOVA,6050,0.3306,1.0579,0.0331,0.8099,0.8264,0.0496,95.8347,0.4132,0.0,0.6116,0.0,0.0331
PI_REDENCAO DO GURGUEIA,7272,0.0963,0.2888,0.0,1.6227,0.0825,0.0,97.8548,0.0275,0.0,0.0275,0.0,0.0
PI_REGENERACAO,18271,0.1587,0.2463,0.0657,1.2041,0.2737,0.0274,97.8107,0.0876,0.0055,0.1095,0.0109,0.0
PI_RIACHO FRIO,1465,0.0,0.0683,0.0,0.4096,0.6143,0.0683,98.8396,0.0,0.0,0.0,0.0,0.0
PI_RIBEIRA DO PIAUI,2071,0.5794,0.2897,0.0483,0.6277,0.0,0.0,98.31,0.0966,0.0,0.0483,0.0,0.0
PI_RIBEIRO GONCALVES,6400,0.125,0.4531,0.0,0.8125,0.3906,0.0312,98.0156,0.0781,0.0156,0.0781,0.0,0.0
PI_RIO GRANDE DO PIAUI,6525,0.1992,0.2912,0.0,0.5364,0.2912,0.0613,98.3602,0.2146,0.0,0.0307,0.0,0.0153
PI_SANTA CRUZ DO PIAUI,7659,0.2089,0.47,0.0392,4.3609,0.4309,0.0,93.7851,0.3003,0.0261,0.3525,0.0261,0.0
PI_SANTA CRUZ DOS MILAGRES,2697,0.1112,0.7416,0.0,0.6303,0.2595,0.0371,97.7011,0.1483,0.0,0.3337,0.0,0.0371
PI_SANTA FILOMENA,5451,0.1101,0.2752,0.0367,0.6421,0.3669,0.0183,98.3122,0.1284,0.0183,0.0734,0.0183,0.0
PI_SANTA LUZ,4670,0.0857,0.4283,0.0,0.9636,0.1071,0.621,97.6445,0.1071,0.0,0.0214,0.0,0.0214
PI_SANTA ROSA DO PIAUI,4624,0.3893,0.1946,0.0216,1.0381,0.1946,0.0216,97.9888,0.1081,0.0,0.0433,0.0,0.0
PI_SANTANA DO PIAUI,3564,0.2806,0.6734,0.0281,2.1605,0.954,0.0,94.7811,0.3086,0.0281,0.7576,0.0,0.0281
PI_SANTO ANTONIO DE LISBOA,5875,0.7489,0.5787,0.0511,1.3447,0.7489,0.034,95.5404,0.3234,0.034,0.5277,0.034,0.034
PI_SANTO ANTONIO DOS MILAGRES,1481,0.0,0.0,0.0675,0.5402,0.135,0.0675,99.1897,0.0,0.0,0.0,0.0,0.0
PI_SANTO INACIO DO PIAUI,3834,0.5477,0.7825,0.0,1.904,0.2608,0.0,96.0876,0.3391,0.0,0.0522,0.0,0.0261
PI_SAO BRAZ DO PIAUI,2807,0.0,0.1069,0.0,0.3206,0.2494,0.0713,99.1806,0.0713,0.0,0.0,0.0,0.0
PI_SAO FELIX DO PIAUI,3254,0.2151,0.2151,0.0307,0.4302,0.0615,0.0,98.9244,0.0615,0.0,0.0615,0.0,0.0
PI_SAO FRANCISCO DE ASSIS DO PIAUI,940,1.1702,0.5319,0.0,1.383,0.7447,0.0,95.2128,0.8511,0.0,0.1064,0.0,0.0
PI_SAO FRANCISCO DO PIAUI,6176,0.3886,0.3724,0.1457,1.0363,0.2753,0.0324,97.5227,0.1133,0.0,0.1133,0.0,0.0
PI_SAO GONCALO DO GURGUEIA,1787,0.1679,0.2238,0.056,1.2871,0.1679,0.0,97.9295,0.1679,0.0,0.0,0.0,0.0
PI_SAO GONCALO DO PIAUI,4837,0.124,0.2481,0.0,0.7029,0.1654,0.0,98.6562,0.0413,0.0,0.062,0.0,0.0
PI_SAO JOAO DA CANABRAVA,4513,0.9085,0.7091,0.0443,0.8863,0.7091,0.1108,95.5905,0.2881,0.0222,0.7091,0.0222,0.0
PI_SAO JOAO DA FRONTEIRA,3663,0.5187,0.5187,0.0,0.6825,0.1638,0.0,98.089,0.0273,0.0,0.0,0.0,0.0
PI_SAO JOAO DA SERRA,6419,0.2804,0.405,0.0,0.8413,0.1558,0.0156,97.9903,0.1714,0.0156,0.1091,0.0,0.0156
