uf_mun_x,total,AFR,ASI,EST,FRC,GER,GRE,IBR,ITA,JEW,MUS,NOR,RUS
AC_ACRELANDIA,11269,0.2573,0.8608,0.0532,2.2451,0.8253,0.0355,95.2968,0.2218,0.0,0.1509,0.0444,0.0089
AC_ASSIS BRASIL,7465,0.1206,1.0449,0.0,1.795,0.2545,0.0268,95.5928,0.8707,0.0134,0.2411,0.0134,0.0268
AC_BRASILEIA,36315,3.018,1.8587,0.0909,18.4194,3.3512,0.0441,71.8463,0.4186,0.1597,0.6554,0.1019,0.0358
AC_BUJARI,6946,0.216,0.6766,0.0144,0.907,0.4175,0.0144,97.495,0.1008,0.0,0.1296,0.0288,0.0
AC_CAPIXABA,6317,0.19,0.9023,0.0158,0.8073,0.3324,0.0158,97.3088,0.2216,0.0,0.1741,0.0158,0.0158
AC_CRUZEIRO DO SUL,93635,0.1666,0.4817,0.0171,0.9014,0.2488,0.032,97.958,0.0694,0.0021,0.1047,0.0117,0.0064
AC_EPITACIOLANDIA,13202,0.2575,0.8787,0.0076,1.9164,0.712,0.0076,95.7961,0.1894,0.0227,0.1818,0.0227,0.0076
AC_FEIJO,28937,0.3318,1.0575,0.0069,0.6635,0.2868,0.038,97.301,0.1417,0.0035,0.1348,0.0207,0.0138
AC_JORDAO,4495,0.178,5.7842,0.0222,1.1346,0.1112,0.0,92.0578,0.1112,0.0445,0.5562,0.0,0.0
AC_MANCIO LIMA,13376,0.0598,0.5233,0.0224,0.927,0.2318,0.0224,98.0712,0.1121,0.0,0.0299,0.0,0.0
AC_MANOEL URBANO,7097,0.1127,0.8877,0.0141,0.93,0.4086,0.0282,97.4214,0.0986,0.0,0.0705,0.0141,0.0141
AC_MARECHAL THAUMATURGO,10338,0.5514,1.1124,0.0097,0.8899,0.503,0.0484,96.6918,0.0387,0.0,0.1548,0.0,0.0
AC_PLACIDO DE CASTRO,16642,0.1923,0.5889,0.0361,1.0816,0.5769,0.1082,97.1338,0.2043,0.0,0.0601,0.006,0.012
AC_PORTO ACRE,10491,0.1049,0.6196,0.0,1.1915,0.4861,0.0095,97.2643,0.1906,0.0095,0.0953,0.0286,0.0
AC_PORTO WALTER,6652,0.0601,0.3307,0.0451,1.5033,0.1654,0.0,97.745,0.0752,0.015,0.0301,0.0301,0.0
AC_RIO BRANCO,385179,0.4741,0.883,0.0506,2.8317,0.7368,0.0309,94.5257,0.1737,0.0467,0.2152,0.019,0.0127
AC_RODRIGUES ALVES,9722,0.072,0.432,0.0,0.4937,0.1543,0.0617,98.6834,0.0411,0.0,0.0514,0.0103,0.0
AC_SANTA ROSA DO PURUS,3465,0.4906,2.3088,0.0577,1.5296,0.4329,0.0,94.6032,0.2309,0.0,0.3463,0.0,0.0
AC_SENA MADUREIRA,38567,0.1167,0.7519,0.0259,1.1875,0.2204,0.0182,97.459,0.0933,0.0026,0.1193,0.0052,0.0
AC_SENADOR GUIOMARD,20981,0.1144,0.6816,0.0572,1.1105,0.3527,0.0334,97.3071,0.1478,0.0095,0.1382,0.0429,0.0048
AC_TARAUACA,36512,0.3013,0.5313,0.0137,0.6491,0.3424,0.0246,97.6802,0.1452,0.0219,0.2821,0.0055,0.0027
AC_XAPURI,18132,0.2978,0.6177,0.0165,0.8548,0.2537,0.0055,97.6009,0.1765,0.0055,0.1489,0.0165,0.0055
AL_AGUA BRANCA,20755,0.6215,0.5011,0.0048,1.4792,0.2216,0.0193,96.902,0.1783,0.0048,0.0675,0.0,0.0
AL_ANADIA,19830,0.232,0.4488,0.0,0.7312,0.348,0.0101,97.8164,0.2471,0.0252,0.1261,0.005,0.0101
AL_ARAPIRACA,233021,0.1991,0.5008,0.0253,1.0956,0.5163,0.0189,97.305,0.2257,0.0073,0.0871,0.009,0.0099
AL_ATALAIA,46090,0.3298,0.4318,0.0195,1.2432,0.4166,0.0391,97.2141,0.1888,0.0087,0.0803,0.0152,0.013
AL_BARRA DE SANTO ANTONIO,15003,0.2866,0.5332,0.0067,1.1064,0.4332,0.0267,97.1806,0.2866,0.0067,0.0933,0.04,0.0
AL_BARRA DE SAO MIGUEL,8750,0.3543,0.4229,0.0114,1.28,0.6171,0.0686,97.0171,0.16,0.0,0.0571,0.0114,0.0
AL_BATALHA,16386,0.0976,0.299,0.0122,1.3243,0.3906,0.0122,97.4735,0.2136,0.0122,0.1282,0.0061,0.0305
AL_BELEM,6636,0.211,0.3315,0.0,0.859,0.437,0.0,97.3478,0.4973,0.0,0.2863,0.0,0.0301
AL_BELO MONTE,6651,0.1654,0.6465,0.0451,8.2093,0.5713,0.015,89.9564,0.2105,0.0451,0.0902,0.0451,0.0
AL_BOCA DA MATA,27921,0.1862,0.351,0.0107,0.9097,0.4011,0.0251,97.8511,0.1648,0.0072,0.0716,0.0072,0.0143
AL_BRANQUINHA,12868,0.1865,0.4196,0.0078,1.663,0.5984,0.0389,96.7205,0.2409,0.0311,0.0622,0.0311,0.0
AL_CACIMBINHAS,12217,0.4747,0.4338,0.0409,1.4406,0.1719,0.0246,96.9878,0.3029,0.0,0.0737,0.0409,0.0082
AL_CAJUEIRO,19780,0.3589,0.5207,0.0303,1.4358,0.546,0.0607,96.633,0.3084,0.0051,0.0708,0.0152,0.0152
AL_CAMPESTRE,6318,0.3957,0.2532,0.0317,2.2634,0.5065,0.0475,96.0431,0.3166,0.0475,0.0158,0.0791,0.0
AL_CAMPO ALEGRE,34083,0.2582,0.4137,0.0264,1.1296,0.5399,0.0235,97.2538,0.2553,0.0029,0.0763,0.0147,0.0059
AL_CAMPO GRANDE,10378,0.3083,0.7034,0.0096,0.9636,0.7805,0.0385,96.6564,0.4625,0.0096,0.0385,0.0096,0.0193
AL_CANAPI,17234,0.3017,0.4932,0.0116,0.7079,0.3714,0.0232,97.6152,0.3017,0.0,0.1683,0.0,0.0058
AL_CAPELA,21383,0.2619,0.3087,0.014,0.9494,0.3274,0.0281,97.8347,0.1777,0.0047,0.0514,0.0281,0.014
AL_CARNEIROS,8288,0.1086,1.098,0.0,0.4464,0.4464,0.0121,97.5507,0.2534,0.0121,0.0362,0.0241,0.0121
AL_CHA PRETA,8133,0.1598,0.3566,0.0,0.6394,0.3443,0.3074,97.836,0.1967,0.0,0.1598,0.0,0.0
AL_COITE DO NOIA,11163,0.3583,0.3583,0.0269,0.7256,0.3852,0.0,97.7605,0.2329,0.009,0.1254,0.009,0.009
AL_COLONIA LEOPOLDINA,20170,0.2181,0.5156,0.0248,1.2494,0.4115,0.0248,97.0402,0.3123,0.0099,0.1785,0.005,0.0099
AL_COQUEIRO SECO,6835,0.1756,0.6437,0.0293,1.1704,0.6584,0.0293,96.8398,0.3219,0.0,0.0732,0.0293,0.0293
AL_CORURIPE,55192,0.2066,0.4783,0.0236,1.2303,0.587,0.038,96.9651,0.2627,0.029,0.1449,0.0163,0.0181
AL_CRAIBAS,23019,0.1955,0.3953,0.0043,1.0383,0.4692,0.0348,97.5585,0.1955,0.0043,0.0825,0.0174,0.0043
AL_DELMIRO GOUVEIA,47065,0.4122,0.5907,0.0127,1.4023,0.3888,0.0297,96.8065,0.2698,0.0064,0.0659,0.0021,0.0127
AL_DOIS RIACHOS,12092,0.2646,0.5293,0.0331,0.6368,0.306,0.0744,97.8581,0.1819,0.0,0.0992,0.0083,0.0083
AL_ESTRELA DE ALAGOAS,14221,0.2039,0.3375,0.007,0.6821,0.2461,0.0844,98.1225,0.211,0.0281,0.0563,0.0141,0.007
AL_FEIRA GRANDE,22304,0.1928,0.556,0.009,1.502,0.8205,0.0224,96.3818,0.3676,0.0314,0.0807,0.0314,0.0045
AL_FELIZ DESERTO,4485,0.3567,1.1817,0.0223,1.8506,0.602,0.0892,95.2731,0.5128,0.0,0.0446,0.0223,0.0446
AL_FLEXEIRAS,12790,0.2502,0.4691,0.0,0.8679,0.4769,0.0313,97.5137,0.2971,0.0,0.0704,0.0156,0.0078
AL_GIRAU DO PONCIANO,30820,0.1525,0.3407,0.0097,0.8858,0.292,0.0097,97.8099,0.3861,0.013,0.0779,0.0065,0.0162
AL_IBATEGUARA,19685,0.1727,0.3962,0.0152,1.3005,0.4674,0.0203,97.2771,0.1829,0.0762,0.061,0.0305,0.0
AL_IGACI,29329,0.1603,0.4739,0.017,1.0706,0.341,0.0307,97.5451,0.2557,0.0034,0.0921,0.0068,0.0034
AL_IGREJA NOVA,22564,0.3058,0.7933,0.0355,1.9411,0.9706,0.0488,95.3377,0.3191,0.0177,0.164,0.0089,0.0576
AL_INHAPI,15388,0.1885,0.5069,0.0195,0.8643,0.2989,0.013,97.6995,0.2274,0.013,0.156,0.0,0.013
AL_JACARE DOS HOMENS,5663,0.1942,0.3708,0.0177,1.8541,0.3355,0.0177,96.7332,0.2825,0.0883,0.053,0.0353,0.0177
AL_JACUIPE,6028,0.3318,0.0995,0.0332,1.3935,0.365,0.0166,97.3457,0.3318,0.0166,0.0664,0.0,0.0
AL_JAPARATINGA,8580,0.1981,0.4895,0.0699,1.1772,0.3147,0.0117,97.3193,0.2914,0.0233,0.0932,0.0117,0.0
AL_JARAMATAIA,5351,0.4298,0.2803,0.0,1.738,0.4859,0.0,96.767,0.2616,0.0,0.0374,0.0,0.0
AL_JEQUIA DA PRAIA,2997,0.2669,0.5005,0.0334,0.9343,0.4671,0.0334,97.3974,0.1335,0.0,0.2002,0.0,0.0334
AL_JOAQUIM GOMES,24824,0.3464,0.5358,0.0121,1.0997,0.7976,0.0282,96.7612,0.3062,0.0081,0.0927,0.004,0.0081
AL_JUNDIA,6967,0.1435,0.5598,0.0144,2.0382,0.2727,0.0431,96.6126,0.244,0.0144,0.0574,0.0,0.0
AL_JUNQUEIRO,32223,0.329,0.6083,0.0559,1.4338,0.6238,0.059,96.3566,0.3134,0.0124,0.1552,0.0341,0.0186
AL_LAGOA DA CANOA,18359,0.1144,0.4358,0.0218,0.8987,0.3922,0.0218,97.8103,0.1471,0.0054,0.1362,0.0,0.0163
AL_LIMOEIRO DE ANADIA,21164,0.2599,0.3686,0.0236,0.9072,0.4205,0.0189,97.5902,0.2977,0.0095,0.0803,0.0142,0.0095
AL_MACEIO,1056269,0.2502,0.5237,0.0281,1.2428,0.5883,0.0334,97.0278,0.1925,0.0088,0.0755,0.0149,0.014
AL_MAJOR ISIDORO,19121,0.2301,0.6067,0.0157,0.6224,0.2249,0.0314,97.997,0.1987,0.0,0.0575,0.0157,0.0
AL_MAR VERMELHO,4502,0.2443,0.1777,0.1111,0.8219,0.3776,0.0,98.0453,0.1555,0.0,0.0666,0.0,0.0
AL_MARAGOGI,24244,0.1114,0.4207,0.0412,1.1838,0.4743,0.0206,97.3519,0.2722,0.0041,0.0742,0.0247,0.0206
AL_MARAVILHA,10707,0.2989,0.5791,0.0467,0.8406,0.3082,0.0374,97.7024,0.1588,0.0,0.028,0.0,0.0
AL_MARECHAL DEODORO,45242,0.1812,0.5017,0.0265,1.2113,0.6432,0.0111,97.0558,0.2409,0.0111,0.0884,0.0111,0.0177
AL_MARIBONDO,17074,0.2753,0.4803,0.0176,0.7614,0.2928,0.0176,97.833,0.2284,0.0,0.0644,0.0117,0.0176
AL_MATA GRANDE,20916,0.2391,0.2773,0.0191,0.8558,0.2486,0.0143,98.0063,0.2199,0.0,0.11,0.0,0.0096
AL_MATRIZ DE CAMARAGIBE,31209,0.1474,0.3909,0.0385,1.0958,0.5543,0.0673,97.4014,0.189,0.0096,0.0993,0.0,0.0064
AL_MESSIAS,19609,0.2703,0.4437,0.0357,1.1219,0.3876,0.0153,97.3431,0.3009,0.0153,0.0561,0.0102,0.0
AL_MINADOR DO NEGRAO,6547,0.1527,0.5193,0.0153,0.6721,0.2444,0.0153,97.8158,0.3971,0.0611,0.0916,0.0,0.0153
AL_MONTEIROPOLIS,6837,0.1024,0.4827,0.0293,0.9068,0.3949,0.0,97.6598,0.2779,0.0146,0.117,0.0,0.0146
AL_MURICI,31104,0.2347,0.389,0.0032,1.3085,0.4372,0.0257,97.2704,0.2572,0.0064,0.0514,0.0064,0.0096
AL_NOVO LINO,14242,0.2317,0.5196,0.014,1.2147,0.3932,0.0281,97.0018,0.3862,0.0,0.1896,0.014,0.007
AL_OLHO D'AGUA DAS FLORES,21145,0.1655,0.8702,0.0189,0.9269,0.4209,0.0757,97.2854,0.1655,0.0095,0.0473,0.0,0.0142
AL_OLHO D'AGUA DO CASADO,7545,0.3048,0.8748,0.053,2.1074,0.4771,0.0265,95.7455,0.2386,0.0133,0.1458,0.0133,0.0
AL_OLHO D'AGUA GRANDE,5072,0.138,0.5718,0.0,1.3801,0.8478,0.0986,96.2539,0.6703,0.0,0.0197,0.0,0.0197
AL_OLIVENCA,11290,0.0709,0.5846,0.0177,0.806,0.3809,0.0266,97.6794,0.2746,0.0266,0.1151,0.0,0.0177
AL_OURO BRANCO,13123,0.2667,0.3353,0.0076,0.7773,0.3505,0.0457,97.7901,0.2286,0.0229,0.1524,0.0152,0.0076
AL_PALESTINA,5690,0.1933,0.2988,0.0176,2.1617,0.2812,0.0,96.8014,0.1933,0.0,0.0351,0.0,0.0176
AL_PALMEIRA DOS INDIOS,75479,0.2332,0.4279,0.0079,0.8148,0.2782,0.0477,97.8219,0.2332,0.0252,0.0994,0.004,0.0066
AL_PAO DE ACUCAR,30581,0.2714,0.5657,0.0,1.3701,0.2878,0.0196,97.1322,0.2485,0.036,0.0556,0.0033,0.0098
AL_PARICONHA,7889,0.8113,0.3549,0.0,1.0521,0.1775,0.0127,97.3634,0.1648,0.0,0.0507,0.0,0.0127
AL_PARIPUEIRA,10077,0.1588,0.4664,0.0695,1.3397,0.774,0.0298,96.6061,0.4168,0.0099,0.0695,0.0298,0.0298
AL_PASSO DE CAMARAGIBE,13975,0.093,0.4293,0.0286,1.9606,0.5224,0.0358,96.3721,0.3148,0.0,0.1932,0.0215,0.0286
AL_PAULO JACINTO,9293,0.1937,0.3443,0.0215,0.6672,0.2475,0.1184,98.1384,0.1829,0.0,0.0753,0.0,0.0108
AL_PENEDO,65456,0.3315,0.7516,0.0336,1.6958,0.608,0.081,96.1226,0.2368,0.0168,0.0871,0.0137,0.0214
AL_PIACABUCU,17331,0.277,0.9174,0.0231,1.956,0.4501,0.0462,96.0072,0.2423,0.0115,0.0462,0.0115,0.0115
AL_PILAR,35122,0.2221,0.5694,0.0256,1.0706,0.4499,0.0142,97.3151,0.2164,0.0114,0.0626,0.0285,0.0142
AL_PINDOBA,3401,0.4999,0.5293,0.0,1.6466,0.441,0.0588,96.3834,0.3528,0.0,0.0882,0.0,0.0
AL_PIRANHAS,20636,0.2665,0.6106,0.0291,1.2357,0.4846,0.0339,97.0392,0.1938,0.0145,0.0824,0.0097,0.0
AL_POCO DAS TRINCHEIRAS,14629,0.1299,0.499,0.0,0.7041,0.2666,0.0547,98.1065,0.1436,0.0205,0.0547,0.0205,0.0
AL_PORTO CALVO,28101,0.1103,0.3594,0.0498,1.1779,0.4448,0.0178,97.4058,0.306,0.0,0.0925,0.0249,0.0107
AL_PORTO DE PEDRAS,8283,0.2052,0.5433,0.0241,1.2435,0.6761,0.0241,96.9214,0.2173,0.0121,0.0966,0.0121,0.0241
AL_PORTO REAL DO COLEGIO,19104,0.3088,0.5967,0.0157,1.2772,0.5706,0.0628,96.807,0.1989,0.0105,0.1152,0.0052,0.0314
AL_QUEBRANGULO,14025,0.1711,0.4349,0.0143,0.8057,0.2496,0.1283,97.7255,0.3636,0.0,0.0927,0.0143,0.0
AL_RIO LARGO,78151,0.2598,0.412,0.0192,1.0608,0.3762,0.023,97.5471,0.229,0.0102,0.0397,0.0115,0.0115
AL_ROTEIRO,4062,0.4924,1.2063,0.0246,1.4032,0.6401,0.0492,95.7903,0.3447,0.0,0.0246,0.0246,0.0
AL_SANTA LUZIA DO NORTE,7601,0.4605,0.2763,0.0,0.9604,0.4342,0.0789,97.5924,0.1316,0.0,0.0658,0.0,0.0
AL_SANTANA DO IPANEMA,47086,0.2103,0.5224,0.0149,0.9005,0.3695,0.0573,97.5258,0.2357,0.0149,0.1338,0.0064,0.0085
AL_SANTANA DO MUNDAU,11955,0.2008,0.5521,0.0167,1.054,0.3513,0.1087,97.3066,0.3179,0.0,0.0669,0.0,0.0251
AL_SAO BRAS,8016,0.3867,0.5863,0.025,1.3099,0.5614,0.0,96.6692,0.4117,0.0,0.0499,0.0,0.0
AL_SAO JOSE DA LAJE,30873,0.2656,0.3531,0.013,1.2114,0.298,0.0324,97.48,0.2494,0.0194,0.0518,0.0162,0.0097
AL_SAO JOSE DA TAPERA,30799,0.1526,0.724,0.0065,0.7435,0.2565,0.0325,97.7889,0.2046,0.0065,0.0682,0.0032,0.013
AL_SAO LUIS DO QUITUNDE,33398,0.1677,0.3294,0.018,1.0929,0.2904,0.006,97.8322,0.1767,0.0,0.0689,0.003,0.015
AL_SAO MIGUEL DOS CAMPOS,35475,0.2988,0.3975,0.0395,1.1783,0.4482,0.0366,97.2403,0.2396,0.0028,0.0846,0.0085,0.0254
AL_SAO MIGUEL DOS MILAGRES,6735,0.0445,0.6385,0.0148,1.366,0.6385,0.0297,96.8968,0.2524,0.0148,0.0445,0.0148,0.0445
AL_SAO SEBASTIAO,33884,0.3187,0.5696,0.0236,1.2041,0.5342,0.0177,96.8864,0.2833,0.0118,0.0974,0.0266,0.0266
AL_SATUBA,12982,0.2234,0.3543,0.0077,1.0784,0.6779,0.0308,97.3194,0.1926,0.0,0.0924,0.0,0.0231
AL_SENADOR RUI PALMEIRA,10570,0.1703,0.8515,0.0284,0.9839,0.3595,0.0473,97.1996,0.1987,0.0095,0.1041,0.0189,0.0284
AL_TANQUE D'ARCA,6515,0.1381,0.3223,0.0,0.8596,0.3377,0.0307,97.7897,0.2456,0.0,0.2456,0.0,0.0307
AL_TAQUARANA,20967,0.186,0.4483,0.0048,1.1017,0.7679,0.0906,96.7282,0.4149,0.0095,0.2337,0.0048,0.0095
AL_TEOTONIO VILELA,38709,0.217,0.4779,0.0181,1.2917,0.6174,0.0336,96.8741,0.2532,0.0129,0.1524,0.0258,0.0258
AL_TRAIPU,21855,0.1464,0.2562,0.0046,0.8739,0.334,0.0275,98.0096,0.27,0.0183,0.0366,0.0229,0.0
AL_UNIAO DOS PALMARES,78896,0.2434,0.4652,0.0215,1.2143,0.455,0.0444,97.1988,0.2446,0.0152,0.0672,0.0165,0.0139
AL_VICOSA,32793,0.1952,0.4574,0.0091,1.2106,0.369,0.0183,97.3775,0.2531,0.003,0.0884,0.0091,0.0091
AM_ALVARAES,8632,0.0695,0.3244,0.0232,1.9462,0.1854,0.0232,97.1965,0.0232,0.0116,0.1854,0.0116,0.0
AM_AMATURA,6759,0.2663,1.2576,0.0888,1.7162,0.6954,0.0,95.6502,0.2071,0.0148,0.1036,0.0,0.0
AM_ANAMA,7660,0.0914,0.5483,0.0,1.7885,0.2089,0.0131,97.1802,0.0131,0.0,0.1436,0.0131,0.0
AM_ANORI,12413,0.1208,0.3625,0.0,1.6676,0.0886,0.0081,97.3093,0.29,0.0,0.145,0.0,0.0081
AM_APUI,10980,0.3552,1.2659,0.0911,2.8324,1.9217,0.0455,92.9235,0.3552,0.0091,0.1093,0.0091,0.082
AM_ATALAIA DO NORTE,7376,1.3693,4.0672,0.8134,3.7283,2.2234,0.0542,86.6052,0.2983,0.0813,0.6372,0.1085,0.0136
AM_AUTAZES,27608,0.4274,0.3984,0.0326,0.7498,0.7353,0.0036,97.4645,0.0942,0.0,0.0435,0.0,0.0507
AM_BARCELOS,10855,0.4606,1.8977,0.0184,2.0912,0.3224,0.0184,94.5831,0.2395,0.0092,0.0829,0.129,0.1474
AM_BARREIRINHA,21652,0.1155,0.3972,0.0277,2.4986,0.351,0.0323,96.4761,0.0785,0.0046,0.0139,0.0,0.0046
AM_BENJAMIN CONSTANT,28889,1.1838,1.5715,0.09,1.8796,1.0592,0.0346,93.1496,0.6888,0.0035,0.315,0.0173,0.0069
AM_BERURI,12254,0.2367,0.4407,0.0245,0.8813,0.1061,0.0245,97.9598,0.204,0.0082,0.0653,0.049,0.0
AM_BOA VISTA DO RAMOS,10704,0.1401,1.3079,0.0,1.8965,0.2149,0.0,96.3658,0.0093,0.0,0.0561,0.0093,0.0
AM_BOCA DO ACRE,25927,0.0463,1.0568,0.0077,0.9102,0.3356,0.0193,97.4351,0.0733,0.0,0.0964,0.0154,0.0039
AM_BORBA,21292,1.8505,1.2963,0.047,1.1225,0.2677,0.0329,95.1672,0.0329,0.0141,0.1221,0.0141,0.0329
AM_CAAPIRANGA,5876,0.034,0.3574,0.017,0.5106,0.1021,0.0,98.6385,0.0511,0.0,0.2553,0.034,0.0
AM_CANUTAMA,9310,0.0644,0.9345,0.0215,0.5371,0.0859,0.0644,98.1203,0.0644,0.0,0.1074,0.0,0.0
AM_CARAUARI,21717,0.2118,0.8519,0.0046,0.4328,0.2118,0.0138,97.9279,0.244,0.0046,0.046,0.0368,0.0138
AM_CAREIRO,17412,0.247,0.4939,0.0172,1.2692,0.1723,0.0172,97.6223,0.0574,0.0,0.0861,0.0057,0.0115
AM_CAREIRO DA VARZEA,11519,0.1042,1.0504,0.0,0.8074,0.191,0.0608,97.6387,0.0174,0.0,0.1042,0.026,0.0
AM_COARI,62308,0.1621,0.5569,0.0514,1.4637,0.5601,0.0048,97.055,0.0915,0.0032,0.0433,0.0048,0.0032
AM_CODAJAS,20362,0.1326,0.221,0.0295,1.6207,0.221,0.0147,97.682,0.0295,0.0,0.0295,0.0196,0.0
AM_EIRUNEPE,23877,0.2262,0.5068,0.0209,1.8218,0.3267,0.0419,96.8128,0.1047,0.0,0.1047,0.0209,0.0126
AM_ENVIRA,13505,0.1555,0.4517,0.0074,0.9922,0.1777,0.0518,97.8971,0.1037,0.0,0.1481,0.0148,0.0
AM_FONTE BOA,16245,0.2524,0.8249,0.0062,1.5636,0.6771,0.0185,96.5528,0.0369,0.0185,0.0431,0.0,0.0062
AM_GUAJARA,9320,0.3112,0.2361,0.0107,0.4936,0.2146,0.0215,98.3584,0.0429,0.0,0.3004,0.0107,0.0
AM_HUMAITA,44912,0.4787,1.2268,0.0245,1.7056,0.7103,0.0334,95.4244,0.2449,0.0089,0.1046,0.02,0.0178
AM_IPIXUNA,11458,0.3491,1.2568,0.0262,0.8902,0.2269,0.0087,96.7097,0.3229,0.0,0.1571,0.0175,0.0349
AM_IRANDUBA,29417,0.2176,0.7241,0.0408,0.9348,0.2686,0.0238,97.583,0.0986,0.0034,0.0714,0.034,0.0
AM_ITACOATIARA,72051,0.2623,0.5121,0.0111,1.374,0.508,0.0139,97.1312,0.0514,0.0042,0.0958,0.0278,0.0083
AM_ITAMARATI,6249,0.064,2.4164,0.016,1.4402,0.272,0.0,93.471,0.08,0.0,2.2404,0.0,0.0
AM_ITAPIRANGA,7641,0.2617,1.0339,0.0131,1.1648,0.1832,0.0262,97.2648,0.0393,0.0,0.0131,0.0,0.0
AM_JAPURA,3714,0.2154,0.727,0.0,2.3694,0.4577,0.0808,96.042,0.0808,0.0,0.0269,0.0,0.0
AM_JURUA,8176,0.2079,0.8562,0.0245,1.0396,0.3547,0.0122,97.138,0.2202,0.0978,0.0367,0.0122,0.0
AM_JUTAI,11882,0.4208,0.5807,0.0337,2.3818,0.5218,0.0421,95.691,0.1767,0.0084,0.1262,0.0,0.0168
AM_LABREA,29152,0.0995,0.4562,0.0069,0.6243,0.2024,0.0137,98.4221,0.0755,0.0,0.0892,0.0069,0.0034
AM_MANACAPURU,65783,0.1566,0.7114,0.0061,1.1675,0.2569,0.0198,97.469,0.1003,0.0106,0.0775,0.0228,0.0015
AM_MANAQUIRI,10511,0.1998,0.4852,0.0,0.8372,0.1998,0.0095,98.0021,0.1142,0.0,0.1332,0.0,0.019
AM_MANAUS,1839010,0.3245,0.8649,0.0295,1.6072,0.6009,0.0332,96.2359,0.0848,0.0221,0.1671,0.0168,0.0132
AM_MANICORE,31772,0.7585,0.6421,0.0157,1.0103,0.2707,0.0126,97.0446,0.1479,0.0031,0.0535,0.0094,0.0315
AM_MARAA,7650,0.3529,0.5359,0.0,1.4248,0.4314,0.0392,97.0196,0.0784,0.0131,0.0784,0.0131,0.0131
AM_MAUES,42126,0.4653,1.6546,0.0119,1.4433,0.5911,0.0332,95.5016,0.1211,0.0071,0.1448,0.0095,0.0166
AM_NHAMUNDA,15144,0.3302,0.5151,0.0,1.5188,0.2509,0.0396,97.1276,0.1123,0.0264,0.066,0.0132,0.0
AM_NOVA OLINDA DO NORTE,24450,0.6012,0.6462,0.0164,0.9734,0.1963,0.0327,97.3579,0.0491,0.0041,0.1104,0.0082,0.0041
AM_NOVO AIRAO,9608,0.3226,0.9784,0.0208,1.6757,0.2394,0.0416,96.5029,0.1145,0.0104,0.0833,0.0104,0.0
AM_NOVO ARIPUANA,16547,0.411,0.5318,0.006,1.674,0.4049,0.1148,96.5009,0.2901,0.0,0.0483,0.0121,0.006
AM_PARINTINS,88893,0.2812,0.5771,0.0202,1.4343,0.2947,0.0292,97.2574,0.0416,0.0202,0.0315,0.0112,0.0011
AM_PAUINI,10490,0.0953,0.2288,0.0,1.1344,0.0572,0.0,98.2745,0.1144,0.0095,0.0763,0.0,0.0095
AM_PRESIDENTE FIGUEIREDO,24001,0.2792,0.6666,0.0208,1.0333,0.3708,0.0542,97.3626,0.0583,0.0083,0.1208,0.0167,0.0083
AM_RIO PRETO DA EVA,13017,0.2766,0.6069,0.0077,0.799,0.4533,0.023,97.68,0.0615,0.0,0.0845,0.0077,0.0
AM_SANTA ISABEL DO RIO NEGRO,9318,0.4507,4.3035,0.0107,2.4039,0.7727,0.0107,89.2788,0.2254,0.0107,0.2361,2.2966,0.0
AM_SANTO ANTONIO DO ICA,20442,0.6702,1.2132,0.0734,2.6563,2.4655,0.0489,92.2268,0.4745,0.0147,0.0978,0.0294,0.0294
AM_SAO GABRIEL DA CACHOEIRA,38893,0.6479,0.8999,0.0309,3.1574,0.3497,0.0463,94.3923,0.3111,0.0077,0.1311,0.0154,0.0103
AM_SAO PAULO DE OLIVENCA,20629,0.8726,0.7901,0.1842,2.671,0.9744,0.0388,93.8048,0.3636,0.0097,0.2715,0.0145,0.0048
AM_SAO SEBASTIAO DO UATUMA,7909,0.0253,0.3035,0.0,0.7839,0.0759,0.0253,98.5965,0.0,0.0,0.177,0.0126,0.0
AM_SILVES,7303,0.1369,0.3012,0.0137,0.7942,0.2328,0.0,97.8776,0.1369,0.0,0.4929,0.0137,0.0
AM_TABATINGA,51735,1.1617,1.1714,0.4272,2.2441,1.1965,0.0599,92.9661,0.4291,0.0135,0.3112,0.0039,0.0155
AM_TAPAUA,15151,0.1518,0.7854,0.0792,1.5115,0.264,0.0924,96.7989,0.033,0.0,0.2772,0.0066,0.0
AM_TEFE,46686,0.227,0.6126,0.0535,1.7714,0.4284,0.015,96.6907,0.1007,0.0064,0.0771,0.0086,0.0086
AM_TONANTINS,10302,0.4271,1.291,0.0097,2.7276,1.3784,0.0,93.807,0.2427,0.0194,0.0777,0.0097,0.0097
AM_UARINI,9263,0.108,0.529,0.0108,0.9716,0.5182,0.0108,97.7869,0.0216,0.0108,0.0216,0.0,0.0108
AM_URUCARA,11408,0.0877,0.71,0.0088,1.4727,0.149,0.0351,97.3264,0.0789,0.0964,0.0263,0.0088,0.0
AM_URUCURITUBA,11100,0.0901,0.9009,0.009,2.6577,0.5315,0.009,95.6847,0.0541,0.0,0.036,0.027,0.0
AP_AMAPA,9327,0.1608,1.7905,0.0107,1.4045,0.3967,0.0107,96.0866,0.0751,0.0107,0.0322,0.0107,0.0107
AP_CALCOENE,8033,0.1369,0.7843,0.0498,1.1951,0.2614,0.0498,97.3733,0.0871,0.0,0.0249,0.0124,0.0249
AP_CUTIAS,3405,0.4405,1.7621,0.0,0.7636,0.3231,0.0,96.5932,0.0881,0.0,0.0,0.0294,0.0
