uf_mun_x,total,AFR,ASI,EST,FRC,GER,GRE,IBR,ITA,JEW,MUS,NOR,RUS
MA_SAO LUIS,1174044,0.4964,0.4513,0.0134,1.2175,0.3045,0.0089,97.3616,0.0508,0.0051,0.082,0.0074,0.001
MA_SAO LUIS GONZAGA DO MARANHAO,19534,0.0614,0.4915,0.0358,0.6194,0.2304,0.0051,98.541,0.0102,0.0,0.0051,0.0,0.0
MA_SAO MATEUS DO MARANHAO,36522,0.1479,0.4271,0.0027,0.6079,0.0986,0.0027,98.6529,0.0383,0.0,0.0219,0.0,0.0
MA_SAO PEDRO DA AGUA BRANCA,10236,0.3224,0.2833,0.0,0.5373,0.0977,0.0,98.73,0.0,0.0,0.0293,0.0,0.0
MA_SAO PEDRO DOS CRENTES,3388,0.2066,0.0295,0.0,0.2656,0.0295,0.0295,99.4097,0.0,0.0,0.0295,0.0,0.0
MA_SAO RAIMUNDO DAS MANGABEIRAS,17396,0.9657,0.4484,0.0,0.2127,0.1954,0.0172,98.1605,0.0,0.0,0.0,0.0,0.0
MA_SAO RAIMUNDO DO DOCA BEZERRA,4161,0.1923,0.5047,0.0,0.6969,0.0,0.0,98.5821,0.0,0.0,0.024,0.0,0.0
MA_SAO ROBERTO,3703,0.054,0.3241,0.0,0.8912,0.0,0.0,98.7038,0.0,0.0,0.0,0.027,0.0
MA_SAO VICENTE FERRER,16353,0.1957,0.6054,0.0,1.6266,0.0856,0.0,97.4867,0.0,0.0,0.0,0.0,0.0
MA_SATUBINHA,5820,0.2921,0.1031,0.0172,0.378,0.4983,0.0172,98.6942,0.0,0.0,0.0,0.0,0.0
MA_SENADOR ALEXANDRE COSTA,7046,0.2413,0.298,0.0,0.2838,0.0426,0.0284,99.0917,0.0,0.0,0.0142,0.0,0.0
MA_SENADOR LA ROCQUE,15595,0.3655,0.2629,0.0,0.3206,0.0705,0.0,98.8394,0.0064,0.0,0.1347,0.0,0.0
MA_SERRANO DO MARANHAO,6218,0.386,0.2091,0.0,1.2383,0.0161,0.0,98.1344,0.0161,0.0,0.0,0.0,0.0
MA_SITIO NOVO,13167,0.3266,0.4785,0.0152,0.4025,0.038,0.0,98.6405,0.0228,0.0,0.0759,0.0,0.0
MA_SUCUPIRA DO NORTE,9502,1.0208,0.221,0.0,0.5683,0.0316,0.0,98.1478,0.0,0.0,0.0105,0.0,0.0
MA_SUCUPIRA DO RIACHAO,2681,0.6714,0.0373,0.0,0.1492,0.0,0.0,99.1048,0.0,0.0,0.0373,0.0,0.0
MA_TASSO FRAGOSO,7336,0.0409,0.1636,0.0,0.1499,0.1091,0.0545,99.4684,0.0136,0.0,0.0,0.0,0.0
MA_TIMBIRAS,21944,0.0319,0.7246,0.0046,0.4329,0.0592,0.0,98.7012,0.0182,0.0,0.0273,0.0,0.0
MA_TIMON,141528,0.3688,0.3144,0.0092,0.3279,0.065,0.0007,98.8702,0.0141,0.0007,0.0276,0.0014,0.0
MA_TRIZIDELA DO VALE,15672,0.2169,0.4403,0.0,0.2935,0.1276,0.0064,98.8323,0.0255,0.0,0.0319,0.0255,0.0
MA_TUFILANDIA,4854,0.1236,0.2472,0.0,0.4738,0.1648,0.0,98.9905,0.0,0.0,0.0,0.0,0.0
MA_TUNTUM,30964,0.5716,0.2261,0.0065,0.3165,0.0517,0.0065,98.7179,0.0743,0.0,0.0161,0.0129,0.0
MA_TURIACU,30152,0.4378,0.2454,0.0,0.4676,0.0398,0.0,98.7928,0.0033,0.0,0.0066,0.0066,0.0
MA_TURILANDIA,12327,0.4786,0.3407,0.0,0.8112,0.073,0.0,98.2721,0.0162,0.0,0.0081,0.0,0.0
MA_TUTOIA,41545,0.0241,0.3298,0.0,0.5512,0.0505,0.0,99.0372,0.0024,0.0,0.0024,0.0,0.0024
MA_URBANO SANTOS,21837,0.0183,0.1923,0.0412,0.1694,0.0412,0.0046,99.5008,0.0229,0.0,0.0,0.0092,0.0
MA_VARGEM GRANDE,32290,0.1208,0.3376,0.0,1.2914,0.1022,0.0062,98.0675,0.0031,0.0,0.0712,0.0,0.0
MA_VIANA,44597,0.4978,0.2153,0.0,2.3836,0.7018,0.0045,96.0513,0.0022,0.0,0.1435,0.0,0.0
MA_VILA NOVA DOS MARTIRIOS,8740,0.1602,0.2975,0.0,0.6636,0.0458,0.0,98.8101,0.0,0.0,0.0229,0.0,0.0
MA_VITORIA DO MEARIM,29083,0.4126,0.3404,0.0069,1.2172,0.3129,0.0,97.6378,0.0378,0.0,0.0344,0.0,0.0
MA_VITORINO FREIRE,29502,0.1898,0.3356,0.0,0.4949,0.061,0.0,98.9153,0.0,0.0,0.0034,0.0,0.0
MA_ZE DOCA,43379,0.1821,0.3181,0.0,0.544,0.2835,0.0,98.2549,0.0277,0.0,0.03,0.3596,0.0
MG_ABADIA DOS DOURADOS,8081,0.3341,0.099,0.0,1.0271,0.2722,0.0,98.2552,0.0,0.0,0.0124,0.0,0.0
MG_ABAETE,27330,0.0585,0.322,0.022,0.8342,0.1354,0.0037,98.4303,0.0988,0.0,0.0951,0.0,0.0
MG_ABRE CAMPO,15855,0.2081,0.4983,0.0252,0.8515,0.4352,0.0568,97.8619,0.0189,0.0,0.0442,0.0,0.0
MG_ACAIACA,4739,0.6541,0.5275,0.1688,2.912,0.2321,0.0211,94.9356,0.0422,0.0,0.4853,0.0,0.0211
MG_ACUCENA,13884,0.2089,0.3745,0.0,1.4117,0.1296,0.0,97.8464,0.0216,0.0,0.0,0.0072,0.0
MG_AGUA BOA,16578,0.0121,0.0965,0.0181,0.7178,0.2594,0.0181,98.8539,0.0181,0.0,0.006,0.0,0.0
MG_AGUA COMPRIDA,2137,0.234,0.1872,0.0,2.1526,0.2808,0.0468,97.0051,0.0,0.0,0.0,0.0936,0.0
MG_AGUANIL,3909,0.2814,1.4838,0.0,1.2024,0.1279,0.0,96.7511,0.0256,0.0,0.0512,0.0767,0.0
MG_AGUAS FORMOSAS,20540,0.3116,0.2191,0.0,1.1879,0.185,0.0584,98.0185,0.0,0.0,0.0195,0.0,0.0
MG_AGUAS VERMELHAS,12741,0.0706,0.1962,0.0,0.6436,0.0157,0.0235,98.8541,0.0078,0.0,0.1727,0.0157,0.0
MG_AIMORES,32514,0.286,0.5505,0.0215,1.9684,2.116,0.1907,94.5654,0.1384,0.0062,0.1415,0.0062,0.0092
MG_AIURUOCA,7642,0.0654,0.2748,0.1309,1.0468,0.5365,0.0,97.7231,0.0785,0.0,0.1439,0.0,0.0
MG_ALAGOA,3321,0.0301,0.813,0.0,2.2584,0.1506,0.0,96.748,0.0,0.0,0.0,0.0,0.0
MG_ALBERTINA,3196,0.5632,2.0025,0.0,4.975,1.0638,0.0,91.02,0.3442,0.0,0.0313,0.0,0.0
MG_ALEM PARAIBA,43208,0.2569,0.5832,0.0741,1.8816,0.5647,0.0023,96.3363,0.0926,0.0208,0.1828,0.0023,0.0023
MG_ALFENAS,77885,0.4532,0.6163,0.1374,1.9259,0.5611,0.0141,95.9992,0.0616,0.0051,0.1887,0.036,0.0013
MG_ALFREDO VASCONCELOS,5711,0.2101,0.0876,0.0,0.8405,0.2977,0.0,97.9513,0.4202,0.0525,0.1401,0.0,0.0
MG_ALMENARA,45823,0.1113,0.3906,0.0065,0.9733,0.1724,0.0087,98.2956,0.0131,0.0,0.0262,0.0022,0.0
MG_ALPERCATA,8862,0.6206,0.5078,0.0113,1.6362,0.2257,0.0,96.8517,0.1016,0.0,0.0339,0.0113,0.0
MG_ALPINOPOLIS,21905,0.3515,0.137,0.0137,1.7348,0.6209,0.0091,97.0737,0.0091,0.0046,0.0365,0.0,0.0091
MG_ALTEROSA,15050,0.2259,0.2326,0.0066,1.5748,0.113,0.0332,97.5349,0.1927,0.0066,0.0731,0.0066,0.0
MG_ALTO CAPARAO,4584,0.2618,0.5017,0.0,1.767,1.9197,0.0,95.1353,0.3709,0.0436,0.0,0.0,0.0
MG_ALTO JEQUITIBA,9499,0.9054,0.6948,0.0316,2.5582,3.1688,0.0,92.336,0.2105,0.0105,0.0632,0.0211,0.0
MG_ALTO RIO DOCE,13300,0.188,0.3158,0.0602,0.9098,0.0827,0.015,98.2857,0.0451,0.0,0.0977,0.0,0.0
MG_ALVARENGA,6474,0.0463,0.4016,0.0,0.7723,0.0309,0.0154,98.6407,0.0309,0.0618,0.0,0.0,0.0
MG_ALVINOPOLIS,17782,0.1518,0.1293,0.0112,1.6309,0.343,0.0731,97.0701,0.0956,0.0,0.4949,0.0,0.0
MG_ALVORADA DE MINAS,3812,0.2361,0.0262,0.0,0.3935,0.0525,0.0,99.2917,0.0,0.0,0.0,0.0,0.0
MG_AMPARO DO SERRA,3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
MG_ANDRADAS,43919,0.1457,1.7783,0.3233,5.2096,0.8834,0.3506,90.7398,0.1844,0.0888,0.2596,0.0159,0.0205
MG_ANDRELANDIA,13984,1.1013,0.3432,0.0215,0.9725,0.3289,0.0072,97.1825,0.0143,0.0,0.0286,0.0,0.0
MG_ANGELANDIA,7600,0.0263,0.1053,0.0,0.6842,0.0132,0.0132,99.1447,0.0,0.0,0.0132,0.0,0.0
MG_ANTONIO CARLOS,12943,0.5872,0.4867,0.085,0.9812,0.4095,0.0077,97.1799,0.0618,0.0,0.1545,0.0386,0.0077
MG_ANTONIO DIAS,10111,3.6989,0.3956,0.0198,1.7605,0.6725,0.0,93.2944,0.0297,0.0,0.1286,0.0,0.0
MG_ANTONIO PRADO DE MINAS,2040,0.3431,1.5196,0.0,5.4412,1.1765,0.0,90.8824,0.6373,0.0,0.0,0.0,0.0
MG_ARACAI,2474,0.4042,0.2021,0.0,2.9103,0.0404,0.0,96.3622,0.0404,0.0,0.0404,0.0,0.0
MG_ARACITABA,2500,0.08,0.76,0.0,0.68,0.04,0.0,98.2,0.04,0.0,0.2,0.0,0.0
MG_ARACUAI,39229,0.6118,0.2371,0.0127,1.5499,0.0816,0.0025,97.4432,0.0051,0.0,0.0433,0.0102,0.0025
MG_ARAGUARI,127264,0.4903,0.561,0.0849,1.3775,0.4691,0.0259,96.6935,0.0723,0.0055,0.1909,0.0244,0.0047
MG_ARANTINA,3802,1.2888,0.3682,0.0263,0.6575,0.2367,0.0526,97.3435,0.0,0.0,0.0263,0.0,0.0
MG_ARAPONGA,8354,0.0239,1.1492,0.012,1.1731,0.1197,0.0,97.3785,0.0239,0.0,0.0718,0.0479,0.0
MG_ARAPORA,5121,0.1562,0.4296,0.0195,1.6208,0.5077,0.0,97.1295,0.0586,0.0,0.0781,0.0,0.0
MG_ARAPUA,3202,0.2498,0.2186,0.0,1.218,0.0625,0.0,98.1886,0.0312,0.0,0.0,0.0312,0.0
MG_ARAUJOS,9121,0.0548,0.3289,0.0219,1.0525,0.0877,0.011,98.3335,0.0219,0.0767,0.0,0.011,0.0
MG_ARAXA,117063,0.3998,0.4186,0.0282,1.6213,0.393,0.041,96.8914,0.0393,0.0196,0.1358,0.006,0.006
MG_ARCEBURGO,10507,0.0571,0.7709,0.295,3.0932,1.1421,0.0381,94.3181,0.1047,0.0,0.0761,0.1047,0.0
MG_ARCOS,41813,0.1889,0.2296,0.0287,1.2436,0.2033,0.012,97.9791,0.043,0.0024,0.0526,0.012,0.0048
MG_AREADO,16506,0.3029,0.5453,0.0182,2.0356,0.2787,0.0303,96.68,0.0061,0.0242,0.0666,0.0121,0.0
MG_ARGIRITA,3665,0.1091,0.5184,0.0,1.4461,0.3547,0.1091,97.4352,0.0,0.0,0.0,0.0273,0.0
MG_ARICANDUVA,3971,0.0,0.554,0.0,0.3274,0.0,0.0252,99.0934,0.0,0.0,0.0,0.0,0.0
MG_ARINOS,19039,0.0893,0.1681,0.0053,1.0295,0.0683,0.0368,98.5556,0.0,0.0158,0.0315,0.0,0.0
MG_ASTOLFO DUTRA,14925,0.1005,0.8241,0.0804,2.2915,0.8643,0.0,95.7186,0.0938,0.0,0.0268,0.0,0.0
MG_ATALEIA,15052,0.2657,0.1262,0.0,1.2224,0.4451,0.0,97.9006,0.0133,0.0,0.0266,0.0,0.0
MG_AUGUSTO DE LIMA,4807,0.1248,0.3537,0.0,0.7697,0.0208,0.0,98.7102,0.0,0.0,0.0,0.0208,0.0
MG_BAEPENDI,23658,0.317,0.6552,0.0169,1.2892,0.7777,0.0,96.889,0.0169,0.0,0.0211,0.0169,0.0
MG_BALDIM,4635,0.1294,0.0647,0.0,3.1068,0.3452,0.0,96.3323,0.0216,0.0,0.0,0.0,0.0
MG_BAMBUI,29825,0.1006,0.1978,0.0101,1.2506,0.0738,0.0335,97.881,0.0168,0.0168,0.4057,0.0101,0.0034
MG_BANDEIRA,4827,0.0207,0.2072,0.0,1.0566,0.0,0.0,98.6948,0.0207,0.0,0.0,0.0,0.0
MG_BANDEIRA DO SUL,6805,0.0735,0.5731,0.0147,2.9096,0.3233,0.0,95.8854,0.0735,0.0,0.0441,0.1029,0.0
MG_BARAO DE COCAIS,31878,0.2855,0.4517,0.0188,3.0554,0.2415,0.022,95.7682,0.0376,0.0,0.1192,0.0,0.0
MG_BARAO DE MONTE ALTO,3397,0.2355,0.2649,0.0,2.3256,0.4121,0.0,96.0553,0.2355,0.0,0.471,0.0,0.0
MG_BARBACENA,136466,0.4382,0.5752,0.0967,1.5235,0.4228,0.03,96.5684,0.1407,0.0198,0.1773,0.0066,0.0007
MG_BARRA LONGA,6835,0.7023,1.0973,0.0146,2.4579,0.1463,0.0,94.2356,0.1609,0.0,1.1851,0.0,0.0
MG_BARROSO,23558,0.2589,0.4882,0.0042,1.3159,0.1613,0.0085,97.5974,0.1061,0.0042,0.034,0.0212,0.0
MG_BELA VISTA DE MINAS,12555,0.2071,0.677,0.0159,1.131,0.1354,0.0956,97.6583,0.0159,0.0,0.0637,0.0,0.0
MG_BELMIRO BRAGA,3449,0.5219,0.8118,0.029,1.3917,0.4929,0.0,96.4917,0.029,0.087,0.145,0.0,0.0
MG_BELO HORIZONTE,3045931,0.3532,0.6777,0.0575,1.928,0.7987,0.0446,95.8224,0.0649,0.0123,0.2056,0.0276,0.0075
MG_BELO ORIENTE,20039,0.8683,0.2395,0.015,1.2925,0.1697,0.0349,97.2903,0.0349,0.025,0.025,0.005,0.0
MG_BELO VALE,8590,0.0931,0.4307,0.0116,0.8382,0.1863,0.0116,98.2305,0.1397,0.0,0.0582,0.0,0.0
MG_BERILO,13298,0.0602,1.0528,0.0,2.0755,0.0376,0.0,96.6912,0.0075,0.0,0.0752,0.0,0.0
MG_BERIZAL,3803,0.0263,0.1841,0.0,0.1841,0.0263,0.0,99.4741,0.0,0.0,0.1052,0.0,0.0
MG_BERTOPOLIS,4538,0.1543,0.0441,0.0,6.6329,0.1102,0.0,93.0145,0.022,0.0,0.022,0.0,0.0
MG_BETIM,373278,0.2821,0.4166,0.0372,1.4933,0.3421,0.0246,97.2433,0.0576,0.0094,0.0796,0.008,0.0062
MG_BIAS FORTES,4318,1.4358,1.2969,0.0,0.2084,0.0,0.0232,96.9662,0.0695,0.0,0.0,0.0,0.0
MG_BICAS,16418,0.5177,0.7857,0.0244,2.6191,0.4873,0.2436,94.8288,0.0244,0.0305,0.3411,0.0122,0.0853
MG_BIQUINHAS,2964,0.2362,0.0,0.0675,0.3374,0.0337,0.0,99.2915,0.0,0.0,0.0337,0.0,0.0
MG_BOA ESPERANCA,44174,0.1766,0.4279,0.077,1.1455,0.3192,0.0068,97.5913,0.0747,0.0023,0.1426,0.0362,0.0
MG_BOCAINA DE MINAS,4840,0.0,0.6405,0.2066,0.3512,0.3512,0.0413,98.2025,0.0207,0.0,0.186,0.0,0.0
MG_BOCAIUVA,53936,0.1632,0.2355,0.0,1.2626,0.1743,0.013,98.0291,0.0519,0.0389,0.0278,0.0037,0.0
MG_BOM DESPACHO,53513,0.1738,0.3308,0.0542,1.1474,0.2355,0.0037,97.9612,0.0318,0.0056,0.0336,0.0224,0.0
MG_BOM JARDIM DE MINAS,8690,0.5984,0.3337,0.046,0.8631,0.3682,0.0,97.5719,0.0575,0.0,0.1496,0.0,0.0115
MG_BOM JESUS DA PENHA,4644,0.0861,0.969,0.0,1.292,0.5814,0.0,97.05,0.0,0.0,0.0215,0.0,0.0
MG_BOM JESUS DO AMPARO,5784,0.1037,0.4149,0.0173,2.2476,0.2075,0.0,96.9917,0.0,0.0,0.0173,0.0,0.0
MG_BOM JESUS DO GALHO,17401,0.408,0.4195,0.069,0.977,0.0402,0.0057,97.8564,0.0632,0.0057,0.1092,0.046,0.0
MG_BOM REPOUSO,12256,0.0326,0.155,0.2203,0.8486,0.1061,0.0,98.6211,0.0082,0.0,0.0082,0.0,0.0
MG_BOM SUCESSO,21168,0.4157,0.2126,0.0236,1.6771,0.1134,0.0236,97.3073,0.0945,0.0,0.0283,0.0094,0.0945
MG_BONFIM,3052,0.0655,0.3277,0.0,0.5898,0.0655,0.0,98.7877,0.0983,0.0,0.0655,0.0,0.0
MG_BONFINOPOLIS DE MINAS,7799,0.0513,0.3077,0.0128,1.0642,0.0513,0.0256,98.3844,0.0769,0.0,0.0256,0.0,0.0
MG_BONITO DE MINAS,6987,0.0286,0.0572,0.0,1.1879,0.0429,0.0,98.669,0.0,0.0,0.0143,0.0,0.0
MG_BORDA DA MATA,19607,0.1275,1.2241,0.051,1.1169,0.1581,0.0663,97.0062,0.0969,0.0,0.153,0.0,0.0
MG_BOTELHOS,18120,0.2428,0.6071,0.0221,3.7141,0.3808,0.0717,94.6965,0.0386,0.0166,0.1104,0.0662,0.0331
MG_BOTUMIRIM,5968,0.0838,0.0168,0.0,0.7038,0.0335,0.0335,99.1287,0.0,0.0,0.0,0.0,0.0
MG_BRAS PIRES,4999,0.08,1.0802,0.04,2.1604,0.1,0.0,96.0592,0.02,0.0,0.4201,0.0,0.04
MG_BRASILANDIA DE MINAS,14378,0.1739,0.3408,0.0696,1.1893,0.0626,0.0209,98.0804,0.0487,0.0139,0.0,0.0,0.0
MG_BRASILIA DE MINAS,38138,0.0524,0.333,0.0,0.8128,0.0472,0.0052,98.7257,0.0026,0.0,0.0105,0.0105,0.0
MG_BRAUNAS,5676,0.2114,0.1409,0.0176,0.74,0.0352,0.0176,98.7139,0.0,0.0,0.1233,0.0,0.0
MG_BRAZOPOLIS,8676,0.2766,1.0719,0.1037,1.3485,0.219,0.0115,96.5883,0.2305,0.0,0.1498,0.0,0.0
MG_BRUMADINHO,36092,0.2549,1.5294,0.0443,1.4629,0.4073,0.0139,96.1709,0.0166,0.0028,0.0748,0.0222,0.0
MG_BUENO BRANDAO,13239,0.1209,0.6194,0.0982,1.556,0.1057,0.1133,97.3563,0.0076,0.0,0.0151,0.0,0.0076
MG_BUENOPOLIS,11169,0.4477,0.2238,0.0,1.6922,0.1343,0.0,97.4125,0.0,0.0,0.0627,0.0269,0.0
MG_BUGRE,3272,0.1528,0.0917,0.0306,1.3753,0.0917,0.0,98.1663,0.0306,0.0,0.0306,0.0,0.0306
MG_BURITIS,23402,0.188,0.5897,0.0,0.9145,0.5726,0.0,97.5558,0.0128,0.0,0.1624,0.0043,0.0
MG_BURITIZEIRO,27711,0.1083,0.3464,0.1191,1.3352,0.1083,0.0577,97.8817,0.0325,0.0,0.0108,0.0,0.0
MG_CABECEIRA GRANDE,5443,0.1286,0.4226,0.0,0.8819,0.3123,0.0,98.2363,0.0,0.0,0.0,0.0184,0.0
MG_CABO VERDE,13900,0.2662,0.3525,0.0576,1.5755,0.5252,0.1799,96.9353,0.0288,0.0,0.0576,0.0,0.0216
MG_CACHOEIRA DA PRATA,4265,0.1407,0.3986,0.0,2.0164,0.1407,0.0,97.2802,0.0,0.0,0.0234,0.0,0.0
MG_CACHOEIRA DE MINAS,11183,0.1252,0.5276,0.0447,1.4218,0.2772,0.0089,97.4068,0.0179,0.0,0.1699,0.0,0.0
MG_CACHOEIRA DE PAJEU,8878,0.4731,1.0475,0.0451,0.7209,0.0338,0.0,97.6459,0.0338,0.0,0.0,0.0,0.0
MG_CACHOEIRA DOURADA,2776,0.1801,0.2161,0.0,1.513,0.2522,0.0,96.83,0.9366,0.0,0.072,0.0,0.0
MG_CAETANOPOLIS,10573,0.2459,0.1892,0.0567,1.0404,0.1135,0.0095,98.3259,0.0,0.0,0.0095,0.0095,0.0
MG_CAETE,40661,0.3148,0.3148,0.0492,2.1888,0.2263,0.0689,96.7069,0.0369,0.0,0.091,0.0025,0.0
MG_CAIANA,5725,0.3319,2.5153,0.0,3.0393,1.0131,0.0873,92.9083,0.0699,0.0,0.0175,0.0175,0.0
MG_CAJURI,4431,0.0226,0.5416,0.0,1.1284,0.1128,0.0,97.8334,0.1128,0.0,0.2483,0.0,0.0
MG_CALDAS,16113,0.0931,0.2545,0.2358,1.2599,0.3724,0.0062,97.4865,0.0124,0.0434,0.0621,0.1738,0.0
MG_CAMACHO,3353,0.0596,0.2386,0.0,0.1491,0.1491,0.0596,99.3439,0.0,0.0,0.0,0.0,0.0
MG_CAMANDUCAIA,24680,0.782,0.7293,0.0486,1.0737,0.6929,0.0486,96.4506,0.0689,0.0122,0.0729,0.0162,0.0041
MG_CAMBUI,32474,0.1324,0.8222,0.0862,2.2941,0.5635,0.0339,95.9044,0.1047,0.0062,0.0493,0.0,0.0031
MG_CAMBUQUIRA,14965,0.294,0.7618,0.0869,2.272,0.6749,0.02,95.7634,0.0267,0.0,0.0936,0.0,0.0067
MG_CAMPANARIO,4895,0.2043,0.4699,0.0,0.5516,0.1839,0.0,98.4474,0.0613,0.0,0.0817,0.0,0.0
MG_CAMPANHA,18705,0.1925,0.6362,0.0321,1.7108,1.0318,0.0588,96.1721,0.0481,0.0,0.1016,0.016,0.0
MG_CAMPESTRE,24520,0.1998,0.31,0.0245,3.3442,0.2936,0.0449,95.7096,0.0367,0.0,0.0367,0.0,0.0
MG_CAMPINA VERDE,24256,0.0907,0.3422,0.0,1.2533,0.1525,0.033,98.0211,0.0618,0.0,0.0371,0.0082,0.0
MG_CAMPO AZUL,3075,0.0325,1.1382,0.0,0.6504,0.0325,0.0,98.0163,0.0,0.0,0.0,0.1301,0.0
MG_CAMPO BELO,64574,0.1905,0.3856,0.0325,1.5873,0.2013,0.0217,97.4154,0.0403,0.0155,0.1007,0.0062,0.0031
MG_CAMPO DO MEIO,13073,0.306,0.0841,0.0535,0.9715,0.0841,0.0076,98.3707,0.0459,0.0,0.0153,0.0612,0.0
MG_CAMPO FLORIDO,8400,0.2262,0.3333,0.0,1.3929,0.0833,0.0238,97.8452,0.0476,0.0,0.0357,0.0119,0.0
MG_CAMPOS ALTOS,17295,0.5782,0.3296,0.0231,1.4975,0.2428,0.0058,97.2882,0.0116,0.0,0.0231,0.0,0.0
MG_CAMPOS GERAIS,27788,0.3059,0.1799,0.036,1.0616,0.1511,0.0,98.0531,0.0288,0.0,0.1547,0.0252,0.0036
MG_CANA VERDE,6388,0.0783,1.4089,0.0,0.5009,1.0802,0.0,96.8535,0.0313,0.0157,0.0,0.0,0.0313
MG_CANAA,5625,0.2844,1.4222,0.2489,0.4089,0.4267,0.0178,96.9956,0.16,0.0,0.0356,0.0,0.0
MG_CANAPOLIS,13345,0.1499,0.1499,0.015,1.169,0.1649,0.03,98.1791,0.0225,0.0,0.1199,0.0,0.0
MG_CANDEIAS,16483,0.2002,0.2669,0.0971,2.2933,0.0728,0.0243,96.9423,0.0061,0.0,0.0971,0.0,0.0
MG_CANTAGALO,3455,0.0868,0.1737,0.0,1.7366,0.0289,0.0,97.974,0.0,0.0,0.0,0.0,0.0
MG_CAPARAO,5837,0.4797,0.4968,0.0,3.1352,1.165,0.0514,94.4663,0.1542,0.0,0.0343,0.0171,0.0
MG_CAPELA NOVA,5675,0.0881,0.3524,0.0,1.163,0.0,0.0,98.326,0.0,0.0,0.0705,0.0,0.0
MG_CAPELINHA,42328,0.0969,0.3331,0.0024,0.8245,0.0803,0.0095,98.625,0.0024,0.0,0.0213,0.0047,0.0
MG_CAPETINGA,7894,0.4307,0.5574,0.0,0.7981,0.19,0.0,97.0737,0.0887,0.0127,0.8487,0.0,0.0
MG_CAPIM BRANCO,10175,0.9533,0.629,0.0,1.4742,0.2654,0.0,96.6486,0.0098,0.0,0.0197,0.0,0.0
MG_CAPINOPOLIS,19872,0.2516,0.5888,0.005,1.5348,0.161,0.0201,97.2927,0.0453,0.0,0.0956,0.005,0.0
MG_CAPITAO ANDRADE,5653,0.3715,1.2029,0.1769,2.2643,0.1592,0.0,95.7722,0.0531,0.0,0.0,0.0,0.0
MG_CAPITAO ENEAS,14759,0.1016,0.0678,0.0,0.786,0.0136,0.0,99.0108,0.0,0.0,0.0203,0.0,0.0
MG_CAPITOLIO,9115,0.2194,0.2962,0.0439,0.757,0.1426,0.0439,98.4092,0.0549,0.0,0.0329,0.0,0.0
MG_CAPUTIRA,9613,0.2185,0.104,0.2705,1.0299,0.1664,0.0208,98.0859,0.0104,0.0,0.0936,0.0,0.0
MG_CARAI,17421,0.287,0.1091,0.0057,1.5326,0.0631,0.0459,97.9278,0.0,0.0,0.0287,0.0,0.0
MG_CARANAIBA,3535,0.3112,0.1414,0.0,0.5658,0.1697,0.0283,98.7836,0.0,0.0,0.0,0.0,0.0
MG_CARANDAI,27631,0.1158,0.9554,0.0072,0.988,0.3004,0.0,97.5716,0.0,0.0,0.0615,0.0,0.0
MG_CARANGOLA,43499,0.2207,0.6345,0.0138,2.5058,0.7173,0.0069,95.5539,0.0506,0.0023,0.2253,0.069,0.0
MG_CARATINGA,89117,0.3748,0.7081,0.0628,1.5036,0.2648,0.0224,96.8334,0.046,0.0595,0.1111,0.0101,0.0034
MG_CARBONITA,10148,0.1084,0.4336,0.0,2.3453,0.0099,0.0,96.7875,0.0099,0.0099,0.2956,0.0,0.0
MG_CAREACU,4677,0.1283,0.898,0.0,2.5444,0.2138,0.0214,96.13,0.0428,0.0,0.0214,0.0,0.0
MG_CARLOS CHAGAS,27093,0.2215,0.3949,0.0,0.8452,1.2808,0.0,97.1321,0.0258,0.0,0.0923,0.0074,0.0
MG_CARMESIA,2866,0.7676,0.2094,0.0,1.7097,0.0349,0.0,97.2087,0.0698,0.0,0.0,0.0,0.0
MG_CARMO DA CACHOEIRA,12681,0.5126,1.0725,0.0473,1.6008,0.4101,0.0158,96.0729,0.1341,0.0,0.1183,0.0079,0.0079
MG_CARMO DA MATA,13763,0.1816,0.3052,0.0581,1.504,0.1671,0.0291,97.0065,0.0073,0.0,0.7193,0.0,0.0218
MG_CARMO DE MINAS,14802,0.4391,0.9256,0.0068,1.8173,0.3378,0.0,96.2438,0.0743,0.1419,0.0135,0.0,0.0
MG_CARMO DO CAJURU,17830,0.286,0.2075,0.028,2.5182,0.4936,0.0056,95.8833,0.0056,0.0,0.5721,0.0,0.0
MG_CARMO DO PARANAIBA,37420,1.0716,0.334,0.0027,0.7296,0.1015,0.0027,97.6243,0.0107,0.0,0.1229,0.0,0.0
MG_CARMO DO RIO CLARO,21098,0.0664,0.3176,0.0616,1.4077,0.6351,0.0332,97.1703,0.0379,0.019,0.2086,0.0427,0.0
MG_CARMOPOLIS DE MINAS,19430,0.0926,0.6382,0.0051,0.9676,0.0772,0.0154,98.0494,0.0154,0.0,0.139,0.0,0.0
MG_CARNEIRINHO,8185,0.0611,0.7086,0.0,2.1136,0.5376,0.0,95.9682,0.2077,0.0,0.3054,0.0367,0.0611
MG_CARRANCAS,4550,0.022,0.4835,0.1099,0.5275,0.5714,0.0,97.8681,0.1099,0.0,0.3077,0.0,0.0
MG_CARVALHOPOLIS,4059,0.0493,0.4188,0.0246,2.3651,0.0739,0.0,96.8958,0.0493,0.0,0.0985,0.0246,0.0
MG_CARVALHOS,5771,0.1386,0.4852,0.4679,0.9184,0.2079,0.0173,97.5048,0.0866,0.0,0.1733,0.0,0.0
